,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1623,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7
1624,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
1625,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7
1626,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5
1627,6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4
1628,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7
1629,6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9.0,6
1630,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4
1631,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
1632,6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9.0,5
1633,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
1634,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5
1635,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6
1636,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5
1637,6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5
1638,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6
1639,6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6
1640,6.7,0.21,0.49,1.4,0.047,30,114,0.9914,2.92,0.42,10.8,7
1641,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
1642,8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9.0,4
1643,6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8
1644,7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5
1645,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,6
1646,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7
1647,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6
1648,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6
1649,7.0,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
1650,6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5
1651,6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5
1652,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,6
1653,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5
1654,7.0,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
1655,7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6
1656,6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6
1657,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,5
1658,7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9.0,5
1659,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6
1660,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9.0,7
1661,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9.0,7
1662,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
1663,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9.0,7
1664,7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10.0,5
1665,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7
1666,6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,3
1667,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6
1668,9.0,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4
1669,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9.0,7
1670,7.0,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
1671,6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5
1672,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6
1673,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11.0,6
1674,8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10.0,6
1675,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6
1676,7.0,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6
1677,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6
1678,6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6
1679,7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5
1680,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,4
1681,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,5
1682,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5
1683,6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6
1684,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,6
1685,6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5
1686,7.0,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,4
1687,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5
1688,8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5
1689,7.0,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5
1690,7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10.0,6
1691,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6
1692,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
1693,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
1694,7.0,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6
1695,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6
1696,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9.0,4
1697,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6
1698,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7
1699,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7
1700,7.5,0.4,1.0,19.5,0.041,33,148,0.9977,3.24,0.38,12.0,6
1701,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
1702,7.0,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6
1703,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6
1704,7.0,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6
1705,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10.0,6
1706,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5
1707,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6
1708,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6
1709,8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,6
1710,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5
1711,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6
1712,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
1713,8.0,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12.0,6
1714,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5
1715,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
1716,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10.0,5
1717,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4
1718,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6
1719,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6
1720,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6
1721,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
1722,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5
1723,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5
1724,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5
1725,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
1726,8.0,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5
1727,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6
1728,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6
1729,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7
1730,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6
1731,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7
1732,6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6
1733,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6
1734,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
1735,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5
1736,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5
1737,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5
1738,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6
1739,8.0,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6
1740,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11.0,7
1741,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6
1742,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5
1743,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5
1744,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5
1745,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5
1746,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10.0,5
1747,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7
1748,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
1749,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6
1750,7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6
1751,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
1752,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6
1753,7.7,0.49,1.0,19.6,0.03,28,135,0.9973,3.24,0.4,12.0,6
1754,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5
1755,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6
1756,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11.0,8
1757,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11.0,8
1758,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5
1759,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4
1760,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6
1761,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6
1762,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7
1763,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6
1764,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7
1765,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7
1766,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12.0,5
1767,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7
1768,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5
1769,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5
1770,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6
1771,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5
1772,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5
1773,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6
1774,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12.0,5
1775,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8
1776,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6
1777,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
1778,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6
1779,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5
1780,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6
1781,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
1782,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6
1783,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5
1784,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
1785,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
1786,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5
1787,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
1788,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6
1789,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5
1790,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6
1791,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6
1792,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3.0,0.32,12.8,7
1793,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12.0,6
1794,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12.0,7
1795,7.2,0.5,0.0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4
1796,6.0,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6
1797,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13.0,6
1798,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12.0,6
1799,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5
1800,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3.0,0.32,12.8,7
1801,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10.0,6
1802,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9.0,5
1803,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5
1804,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9.0,5
1805,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10.0,6
1806,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10.0,6
1807,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
1808,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
1809,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12.0,7
1810,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
1811,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12.0,7
1812,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6
1813,8.0,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5
1814,7.0,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
1815,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11.0,7
1816,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6
1817,7.0,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6
1818,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5
1819,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11.0,7
1820,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6
1821,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6
1822,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
1823,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9.0,5
1824,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9.0,5
1825,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9.0,5
1826,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9.0,5
1827,7.0,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6
1828,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11.0,7
1829,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
1830,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7
1831,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5
1832,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7
1833,8.0,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
1834,10.0,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10.0,4
1835,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5
1836,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5
1837,8.0,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
1838,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6
1839,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10.0,6
1840,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7
1841,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5
1842,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6
1843,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6
1844,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6
1845,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6
1846,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
1847,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7
1848,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6
1849,7.0,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6
1850,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
1851,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5
1852,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5
1853,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5
1854,8.0,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6
1855,8.0,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6
1856,8.0,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6
1857,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
1858,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
1859,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
1860,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
1861,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
1862,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5
1863,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6
1864,7.0,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9.0,5
1865,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5
1866,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5
1867,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10.0,5
1868,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
1869,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5
1870,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
1871,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
1872,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5
1873,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
1874,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
1875,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
1876,7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6
1877,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7
1878,10.0,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6
1879,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5
1880,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6
1881,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5
1882,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
1883,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
1884,6.0,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5
1885,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12.0,7
1886,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
1887,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
1888,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
1889,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
1890,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6
1891,8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6
1892,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3.0,0.37,12.0,6
1893,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
1894,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
1895,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
1896,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6
1897,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9.0,6
1898,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7
1899,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5
1900,7.0,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5
1901,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5
1902,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4
1903,6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10.0,6
1904,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10.0,6
1905,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5
1906,7.0,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
1907,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
1908,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
1909,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11.0,3
1910,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6
1911,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3.0,0.35,9.2,5
1912,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6
1913,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5
1914,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
1915,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7
1916,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5
1917,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9.0,5
1918,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
1919,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9.0,5
1920,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
1921,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5
1922,6.0,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9.0,5
1923,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10.0,6
1924,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9.0,6
1925,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9.0,5
1926,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7
